,Academic Year,B-T,C,Captain,Custom Field 1,Event,Events,Full Name,HIGH SCHOOL,HOMETOWN,HT,High School,Hometown,Ht,Ht.,LETTERS,Letters,NAME,NO,Name,No,POS,Pos,Pos.,Wt,Wt.,YR,Year,Yr,Yr.,title
23,,,,,,,,Dom Haubner,,,,Lake Forest Academy,"Park Ridge, Ill.",,5-10,,,,,,17D,,,DB,,224.0,,,So.,,2017 Football Roster
24,,,,,,,,Danny Oliger,,,,Central,"Davenport, Iowa",,6-2,,***,,,,17,,,TE,,232.0,,,Sr.,,2017 Football Roster
25,,,,,,,,Antonio Cannon,,,,Oak Park & River Forest,"River Forest, Ill.",,5-8,,,,,,18,,,RB,,175.0,,,So.,,2017 Football Roster
26,,,*,,,,,Riley Donald,,,,Morton,"Morton, Ill.",,5-10,,*,,,,19,,,WR,,195.0,,,Sr.,,2017 Football Roster
27,,,,,,,,Jacob Stytz,,,,Minooka,"Channahon, Ill.",,5-10,,**,,,,20,,,P/K,,175.0,,,Sr.,,2017 Football Roster
28,,,,,,,,Luke Phelan,,,,Joliet Catholic,"Shorewood, Ill.",,5-10,,,,,,21,,,DB,,170.0,,,So.,,2017 Football Roster
29,,,,,,,,Bryson Adcock,,,,Iowa City West,"North Liberty, Iowa",,6-0,,,,,,22,,,DB,,175.0,,,So.,,2017 Football Roster
30,,,,,,,,Travor Spicer,,,,North Lawndale,"Chicago, Ill.",,5-11,,,,,,23,,,RB,,205.0,,,Fr.,,2017 Football Roster
31,,,,,,,,Rich Matway,,,,Plainfield North,"Plainfield, Ill.",,6-1,,,,,,24,,,DB,,165.0,,,So.,,2017 Football Roster
32,,,,,,,,Adam Molina,,,,Maine Township,"Park Ridge, Ill.",,5-9,,,,,,24D,,,WR/RB,,170.0,,,Fr.,,2017 Football Roster
33,,,,,,,,Grant Burke,,,,Hersey,"Arlington Heights, Ill.",,5-11,,***,,,,25,,,DE,,232.0,,,Sr.,,2017 Football Roster
34,,,,,,,,Griff Jensen,,,,Evanston,"Evanston, Ill.",,5-10,,,,,,26,,,DB,,200.0,,,So.,,2017 Football Roster
35,,,,,,,,Zach Stewart,,,,Crown Point,"Crown Point, Ind.",,5-11,,,,,,27,,,DB/P/K,,170.0,,,Fr.,,2017 Football Roster
36,,,,,,,,Michael Johnson,,,,Owensboro,"Owensboro, Ky.",,5-6,,,,,,28,,,RB,,145.0,,,Jr.,,2017 Football Roster
37,,,,,,,,John Kappel,,,,Wheeling,"Wheeling, Ill.",,5-11,,,,,,29,,,WR/SS,,176.0,,,Fr.,,2017 Football Roster
38,,,,,,,,Ryan Black,,,,Jesuit,"Tampa, Fla.",,5-7,,,,,,30,,,RB,,195.0,,,Jr.,,2017 Football Roster
39,,,,,,,,Dallas Hancock,,,,Panther Creek,"Cary, N.C.",,6-0,,,,,,31D,,,DB,,170.0,,,Fr.,,2017 Football Roster
40,,,,,,,,Bryce Unmisig,,,,Quincy,"Quincy, Ill.",,6-0,,*,,,,31,,,RB,,195.0,,,Jr.,,2017 Football Roster
41,,,,,,,,Austin Chausse,,,,Nokomis,"Nokomis, Ill.",,5-11,,***,,,,32,,,RB,,220.0,,,Sr.,,2017 Football Roster
42,,,,,,,,Stu Isteefanos,,,,Prospect,"Mount Prospect, Ill.",,5-9,,,,,,32D,,,DB,,185.0,,,Fr.,,2017 Football Roster
43,,,,,,,,Devin Haxby,,,,Geneseo,"Colona, Ill.",,5-8,,*,,,,33,,,DB,,185.0,,,So.,,2017 Football Roster
44,,,*,,,,,Ryan Pitra,,,,Geneseo,"Geneseo, Ill.",,5-10,,**,,,,34,,,RB,,195.0,,,Jr.,,2017 Football Roster
45,,,,,,,,Danny Giffels,,,,Prairie Ridge,"Crystal Lake, Ill.",,5-11,,**,,,,35,,,LB,,233.0,,,Sr.,,2017 Football Roster
46,,,,,,,,Alec Ostermeier,,,,Rochester,"Rochester, Ill.",,5-11,,,,,,36,,,RB,,190.0,,,Fr.,,2017 Football Roster
47,,,,,,,,Noah Patterson,,,,Mattoon,"Mattoon, Ill.",,6-1,,,,,,37,,,OB,,177.0,,,Fr.,,2017 Football Roster
48,,,,,,,,Austin Pena,,,,Guilford,"Rockford, Ill.",,6-0,,,,,,38,,,DB,,180.0,,,So.,,2017 Football Roster
49,,,,,,,,Cassin Wolfe,,,,Bettendorf,"Bettendorf, Iowa",,6-1,,**,,,,39,,,LB,,210.0,,,Jr.,,2017 Football Roster
50,,,,,,,,Ryan Donahue,,,,Marquette Academy,"Serena, Ill.",,5-11,,,,,,40D,,,RB/DE,,170.0,,,Fr.,,2017 Football Roster
51,,,,,,,,David Lane,,,,Civic Memorial,"Bethalto, Ill.",,6-1,,,,,,40,,,WR/DB,,165.0,,,Fr.,,2017 Football Roster
52,,,,,,,,Justin Pope,,,,Whale Branch,"Beaufort, S.C.",,6-2,,**,,,,41,,,TE,,245.0,,,Jr.,,2017 Football Roster
53,,,,,,,,Ryan Thornton,,,,Limestone,"Mapleton, Ill.",,6-4,,,,,,42,,,TE/DB,,175.0,,,Fr.,,2017 Football Roster
54,,,,,,,,Brendan Rauen,,,,Montini Catholic,"Elmhurst, Ill.",,5-9,,,,,,43,,,WR/DB,,175.0,,,Fr.,,2017 Football Roster
55,,,,,,,,Brendan Vorobiev,,,,Pioneer,"Ann Arbor, Mich.",,6-0,,,,,,44,,,RB,,205.0,,,Sr.,,2017 Football Roster
56,,,,,,,,Kegan North,,,,Fulton,"Fulton, Ill.",,6-3,,*,,,,45,,,TE,,250.0,,,So.,,2017 Football Roster
57,,,,,,,,Brayden Simpson,,,,Bond County,"Greenville, Ill.",,6-0,,,,,,46,,,WR/DB,,170.0,,,Fr.,,2017 Football Roster
58,,,*,,,,,Travon Aldridge,,,,Rock Island,"Rock Island, Ill.",,5-11,,***,,,,47,,,LB,,187.0,,,Sr.,,2017 Football Roster
59,,,,,,,,Grant McFadden,,,,Colonial,"Orlando, Fla.",,5-11,,**,,,,48,,,LB,,225.0,,,Sr.,,2017 Football Roster
60,,,,,,,,Mike Riley,,,,York,"Elmhurst, Ill.",,6-4,,,,,,49,,,WR/S,,175.0,,,Fr.,,2017 Football Roster
61,,,,,,,,Keith King Jr.,,,,Richwoods,"Peoria, Ill.",,5-10,,***,,,,50,,,DE,,227.0,,,Sr.,,2017 Football Roster
62,,,,,,,,Joe Timm,,,,Alleman,"Port Byron, Ill.",,5-9,,,,,,51,,,DL,,250.0,,,Fr.,,2017 Football Roster
63,,,,,,,,Luke Sawicki,,,,Neuqua Valley,"Naperville, Ill.",,6-0,,*,,,,52,,,LB,,212.0,,,So.,,2017 Football Roster
64,,,,,,,,Evan Woods,,,,Metea Valley,"Aurora, Ill.",,5-10,,,,,,53,,,LB,,205.0,,,Fr.,,2017 Football Roster
65,,,,,,,,William Ingalls,,,,Christian Life,"Rockford, Ill.",,6-0,,,,,,54,,,LB,,192.0,,,Jr.,,2017 Football Roster
66,,,,,,,,Nathan Magiera,,,,Wauconda,"Island Lake, Ill.",,6-3,,***,,,,55,,,OL,,245.0,,,Sr.,,2017 Football Roster
67,,,,,,,,Josh Dyer,,,,Lake Zurich,"Lake Zurich, Ill.",,6-2,,,,,,56,,,OC,,275.0,,,Fr.,,2017 Football Roster
68,,,,,,,,Zachary Roling,,,,Brimfield,"Edwards, Ill.",,5-11,,,,,,56D,,,K,,160.0,,,Jr.,,2017 Football Roster
69,,,,,,,,Skye Behrends,,,,Princeton,"Tiskilwa, Ill.",,6-2,,,,,,57D,,,LB,,195.0,,,So.,,2017 Football Roster
70,,,,,,,,Chris Gort,,,,Richmond Burton,"Spring Grove, Ill.",,6-2,,*,,,,57,,,OL,,270.0,,,Sr.,,2017 Football Roster
71,,,,,,,,Andrew Anderson,,,,Marengo,"Marengo, Ill.",,6-4,,*,,,,58,,,OL,,263.0,,,So.,,2017 Football Roster
72,,,,,,,,Sam Francis,,,,Oak Park & River Forest,"River Forest, Ill.",,5-11,,*,,,,59,,,LB,,210.0,,,So.,,2017 Football Roster
73,,,,,,,,Mike Turzynski,,,,Wauconda,"Wauconda, Ill.",,6-2,,,,,,60,,,DL,,245.0,,,Fr.,,2017 Football Roster
74,,,,,,,,Walker Whalen,,,,Minooka,"Shorewood, Ill.",,6-2,,,,,,61,,,OL,,250.0,,,Fr.,,2017 Football Roster
75,,,,,,,,Hunter Menke,,,,Davenport Central,"Davenport, Iowa",,6-2,,,,,,62,,,OL/DL,,290.0,,,Fr.,,2017 Football Roster
76,,,,,,,,Tom Buckley,,,,Ottawa,"Marseilles, Ill.",,6-2,,,,,,63,,,OL,,260.0,,,So.,,2017 Football Roster
77,,,,,,,,Andrew Goodwin,,,,Lake Forest,"Lake Forest, Ill.",,5-8,,,,,,64,,,OL,,230.0,,,Fr.,,2017 Football Roster
78,,,,,,,,Jacob Busby,,,,Glenbard East,"Lombard, Ill.",,6-2,,,,,,65,,,OL/DE,,251.0,,,Fr.,,2017 Football Roster
79,,,,,,,,Carlos Burgos,,,,DePaul College Prep,"Chicago, Ill.",,5-11,,,,,,66,,,OL,,250.0,,,Fr.,,2017 Football Roster
80,,,,,,,,Damon Olejniczak,,,,Richards,"Chicago Ridge, Ill.",,5-9,,,,,,67,,,OL/DL,,230.0,,,Fr.,,2017 Football Roster
81,,,,,,,,Jacob Kroeger,,,,Davenport West,"Davenport, Iowa",,6-2,,,,,,68,,,DL,,210.0,,,Fr.,,2017 Football Roster
82,,,,,,,,Michael Reid,,,,Bloomington,"Bloomington, Ill.",,6-0,,,,,,70,,,OL,,260.0,,,So.,,2017 Football Roster
83,,,,,,,,Matt McKay,,,,Mount Carmel,"Chicago, Ill.",,6-0,,*,,,,71,,,OL,,280.0,,,So.,,2017 Football Roster
84,,,,,,,,James Cousin,,,,Oak Park & River Forest,"Oak Park, Ill.",,6-0,,*,,,,72,,,OL,,260.0,,,So.,,2017 Football Roster
85,,,,,,,,Tommy Simon,,,,Notre Dame,"Chicago, Ill.",,5-10,,*,,,,73,,,OL,,235.0,,,So.,,2017 Football Roster
86,,,,,,,,Chaz Williams,,,,Princeton,"Princeton, Ill.",,6-5,,,,,,74,,,OL,,272.0,,,So.,,2017 Football Roster
87,,,,,,,,Kenny Saunders,,,,Christian Life,"Rockford, Ill.",,6-0,,,,,,75,,,OL,,257.0,,,Sr.,,2017 Football Roster
88,,,,,,,,Cameron Lundquist,,,,Belvidere North,"Loves Park, Ill.",,6-3,,,,,,76,,,OL,,270.0,,,Fr.,,2017 Football Roster
89,,,,,,,,Dan Foley,,,,Lockport,"Homer Glen, Ill.",,6-6,,*,,,,77,,,OL,,300.0,,,Jr.,,2017 Football Roster
90,,,,,,,,Robert Papiernik,,,,Metea Valley,"Naperville, Ill.",,6-2,,,,,,78,,,OC/OL,,320.0,,,Fr.,,2017 Football Roster
91,,,,,,,,Tom Dolis,,,,Notre Dame,"Chicago, Ill.",,5-11,,*,,,,80,,,WR,,190.0,,,So.,,2017 Football Roster
92,,,,,,,,Brett Lane,,,,Civic Memorial,"Bethalto, Ill.",,6-1,,,,,,80D,,,WR,,185.0,,,So.,,2017 Football Roster
93,,,,,,,,Colton Marshall,,,,Washington,"Washington, Ill.",,6-2,,,,,,81D,,,DT,,225.0,,,Sr.,,2017 Football Roster
94,,,,,,,,Griffin Schuster,,,,North Boone,"Poplar Grove, Ill.",,6-0,,,,,,81,,,WR,,160.0,,,So.,,2017 Football Roster
95,,,,,,,,Alex Avalos,,,,Reavis,"Burbank, Ill.",,6-1,,,,,,82,,,WR,,170.0,,,So.,,2017 Football Roster
96,,,,,,,,Kyle Copeland,,,,Harry D. Jacobs,"Algonquin, Ill.",,6-2,,,,,,83,,,WR,,175.0,,,So.,,2017 Football Roster
97,,,,,,,,Michael Jones,,,,Schaumburg,"Schaumburg, Ill.",,6-0,,,,,,84,,,DB,,200.0,,,Jr.,,2017 Football Roster
98,,,,,,,,Sam Jones,,,,Plainfield North,"Plainfield, Ill.",,6-2,,,,,,85,,,TE/WR,,185.0,,,Fr.,,2017 Football Roster
99,,,,,,,,Max Uranich,,,,La Salle-Peru,"La Salle, Ill.",,6-1,,,,,,86,,,WR/DB,,180.0,,,Fr.,,2017 Football Roster
100,,,,,,,,Javon Crayton,,,,Gordon Tech,"Chicago, Ill.",,6-3,,,,,,87,,,TE,,265.0,,,So.,,2017 Football Roster
101,,,,,,,,Alex Panning,,,,Peotone,"Monee, Ill.",,6-3,,,,,,88,,,TE/WR,,195.0,,,Fr.,,2017 Football Roster
102,,,,,,,,Brandon Leggett,,,,San Juan Hills,"San Antonio, Texas",,6-3,,*,,,,89,,,TE,,230.0,,,Sr.,,2017 Football Roster
103,,,,,,,,Marc Bernard,,,,York,"Bensenville, Ill.",,6-0,,*,,,,90,,,DL,,249.0,,,So.,,2017 Football Roster
104,,,,,,,,Kyle Connor,,,,Central Catholic,"Bloomington, Ill.",,6-3,,*,,,,91,,,DL,,230.0,,,So.,,2017 Football Roster
105,,,,,,,,Xavier Holley,,,,Bettendorf,"Davenport, Iowa",,6-2,,*,,,,92,,,DL,,215.0,,,So.,,2017 Football Roster
106,,,,,,,,Zachary Humphrey,,,,Geneseo,"Geneseo, Ill.",,6-4,,,,,,93,,,DE,,215.0,,,Fr.,,2017 Football Roster
107,,,*,,,,,Daniel Tjaden,,,,Assumption,"Bettendorf, Iowa",,6-2,,*,,,,94,,,DL,,235.0,,,So.,,2017 Football Roster
108,,,,,,,,Nathan Schoon,,,,Central,"Clifton, Ill.",,6-2,,,,,,96,,,TE,,225.0,,,So.,,2017 Football Roster
109,,,,,,,,Ike McGuire,,,,Marian Central Catholic,"Wonder Lake, Ill.",,5-11,,,,,,97,,,DE,,230.0,,,So.,,2017 Football Roster
110,,,,,,,,Alex Bryan,,,,Wethersfield,"Kewanee, Ill.",,5-11,,,,,,98,,,K/P,,175.0,,,Fr.,,2017 Football Roster
111,,,*,,,,,Lukas Stoutenour,,,,Cascade,"Coatesville, Ind.",,6-3,,***,,,,99,,,DL,,280.0,,,Sr.,,2017 Football Roster
0,,,,,,,,Scooter Lopez,,,,Mountain Vista,"Highlands Ranch, Colo.",,5-3,,,,,,0.0,,,G,,,,,,Jr.,2017-18 Women\'s Basketball Roster
1,,,,,,,,Alexis Jones,,,,Marist,"Chicago, Ill.",,5-7,,,,,,2.0,,,G,,,,,,So.,2017-18 Women\'s Basketball Roster
2,,,,,,,,Brianna Stryczek,,,,HS,"Barrington, Ill.",,5-6,,,,,,3.0,,,G,,,,,,So.,2017-18 Women\'s Basketball Roster
3,,,,,,,,Izzy Anderson,,,,Alleman,"Rock Island, Ill.",,5-7,,**,,,,10.0,,,G,,,,,,Jr.,2017-18 Women\'s Basketball Roster
4,,,,,,,,Mia Lambert,,,,HS,"Macomb, Ill.",,5-9,,,,,,12.0,,,G,,,,,,So.,2017-18 Women\'s Basketball Roster
5,,,,,,,,Meghan Stovall,,,,HS,"Broomfield, Colo.",,6-1,,*,,,,13.0,,,F,,,,,,Jr.,2017-18 Women\'s Basketball Roster
6,,,,,,,,Hannah Durbin,,,,Springfield,"Springfield, Ore.",,5-8,,*,,,,14.0,,,G,,,,,,Jr.,2017-18 Women\'s Basketball Roster
7,,,,,,,,Victoria Allen,,,,Eureka,"Wildwood, Mo.",,5-6,,***,,,,20.0,,,G,,,,,,Sr.,2017-18 Women\'s Basketball Roster
8,,,,,,,,Gabby Galbato,,,,Aurora Christian,"Geneva, Ill.",,5-11,,,,,,22.0,,,F,,,,,,So.,2017-18 Women\'s Basketball Roster
9,,,,,,,,Rachael Lockmiller,,,,Monticello,"Monticello, Ill.",,5-10,,,,,,23.0,,,F,,,,,,Fr.,2017-18 Women\'s Basketball Roster
10,,,,,,,,Justice Edell,,,,Rock Island,"Milan, Ill.",,5-5,,,,,,24.0,,,G,,,,,,Fr.,2017-18 Women\'s Basketball Roster
11,,,,,,,,Emily Ness,,,,HS,"Sandwich, Ill.",,5-7,,,,,,30.0,,,G,,,,,,So.,2017-18 Women\'s Basketball Roster
12,,,,,,,,Sadie Roberts,,,,United Township,"East Moline, Ill.",,6-0,,**,,,,32.0,,,F,,,,,,Jr.,2017-18 Women\'s Basketball Roster
13,,,,,,,,Annika Anderson,,,,Rock Island,"Rock Island, Ill.",,5-11,,,,,,33.0,,,F,,,,,,Fr.,2017-18 Women\'s Basketball Roster
14,,,,,,,,Maddy Murillo,,,,Antioch,"Antioch, Ill.",,6-0,,,,,,34.0,,,C,,,,,,So.,2017-18 Women\'s Basketball Roster
15,,,,,,,,Clare Kramer,,,,Prophetstown,"Lyndon, Ill.",,5-9,,**,,,,44.0,,,F,,,,,,Jr.,2017-18 Women\'s Basketball Roster
16,,,,,,,,Cora Jacobsen,,,,Palatine,"Palatine, Ill.",,5-5,,,,,,,,,G,,,,,,So.,2017-18 Women\'s Basketball Roster
17,,,,,,,,Carly McCameron,,,,Antioch,"Antioch, Ill.",,6-1,,**,,,,,,,C,,,,,,Jr.,2017-18 Women\'s Basketball Roster
18,,,,,,,,Jordyn Strange,,,,Temescal Canyon,"Canyon Lake, Calif.",,5-9,,,,,,,,,G,,,,,,Fr.,2017-18 Women\'s Basketball Roster
19,,,,,,,,Kaylah Townsell,,,,Galesburg,"Galesburg, Ill.",,5-5,,,,,,,,,G,,,,,,Fr.,2017-18 Women\'s Basketball Roster
20,,,,,,,,Emily Weeks,,,,Mercer County,"Aledo, Ill.",,5-6,,,,,,,,,G,,,,,,So.,2017-18 Women\'s Basketball Roster
21,,,,,,,,Tavia Weis,,,,HS,"Brighton, Colo.",,5-7,,,,,,,,,G,,,,,,So.,2017-18 Women\'s Basketball Roster
0,So.,,,,,,,Jeremy Klaber,,,,Adlai E Stevenson,"Buffalo Grove, Ill.",,5-9,,,,,,1,,,GK,,170.0,,,,,2017 Men\'s Soccer Roster
1,So.,,,,,,,Mason Crawford,,,,Mount Zion,"Decatur, Ill.",,5-9,,,,,,2,,,MF,,165.0,,,,,2017 Men\'s Soccer Roster
2,Fr.,,,,,,,Nathan Black,,,,Batavia,"Batavia, Ill.",,5-7,,,,,,3,,,MF/D,,155.0,,,,,2017 Men\'s Soccer Roster
3,So.,,,,,,,Danny Cole,,,,University,"Heyworth, Ill.",,5-11,,,,,,4,,,MF,,145.0,,,,,2017 Men\'s Soccer Roster
4,So.,,,,,,,Michael Peters,,,,St. Charles East,"Saint Charles, Ill.",,5-9,,*,,,,5,,,F,,160.0,,,,,2017 Men\'s Soccer Roster
5,So.,,,,,,,Tyler Duggan,,,,Broomfield,"Broomfield, Colo.",,5-7,,*,,,,6,,,D,,148.0,,,,,2017 Men\'s Soccer Roster
6,Sr.,,,,,,,Victor Velazquez,,,,Larkin,"Elgin, Ill.",,5-11,,**,,,,7,,,D,,170.0,,,,,2017 Men\'s Soccer Roster
7,Fr.,,,,,,,Matt Tinker,,,,Pomona,"Arvada, Colo.",,5-11,,,,,,8,,,MF,,160.0,,,,,2017 Men\'s Soccer Roster
8,Sr.,,,,,,,Aaron Jones,,,,Woodstock North,"Wonder Lake, Ill.",,5-8,,*,,,,9,,,F,,145.0,,,,,2017 Men\'s Soccer Roster
9,So.,,,,,,,Matthew Allen,,,,Batavia,"Batavia, Ill.",,5-11,,*,,,,10,,,M,,140.0,,,,,2017 Men\'s Soccer Roster
10,Sr.,,*,,,,,Grant Bracken,,,,Geneva Community,"Geneva, Ill.",,5-8,,**,,,,11,,,D,,165.0,,,,,2017 Men\'s Soccer Roster
11,Fr.,,,,,,,Bennett Tomalin,,,,James Madison Memorial,"Madison, Wis.",,5-11,,,,,,12,,,MF,,150.0,,,,,2017 Men\'s Soccer Roster
12,So.,,,,,,,Daniel Artman,,,,Schaumburg,"Hanover Park, Ill.",,6-0,,,,,,13,,,M,,150.0,,,,,2017 Men\'s Soccer Roster
13,Fr.,,,,,,,Joe Granato,,,,Naperville Central,"Naperville, Ill.",,6-0,,,,,,14,,,MF,,150.0,,,,,2017 Men\'s Soccer Roster
14,Fr.,,,,,,,Jake Slavin,,,,Yorkville,"Oswego, Ill.",,5-9,,,,,,15,,,MF,,170.0,,,,,2017 Men\'s Soccer Roster
15,So.,,,,,,,Alex Ligeza,,,,Huntley,"Huntley, Ill.",,5-11,,*,,,,16,,,D,,185.0,,,,,2017 Men\'s Soccer Roster
16,Fr.,,,,,,,Sander Soerhaug,,,,Vardafjell VGS,"Haugesund, Norway",,6-3,,,,,,17,,,D,,190.0,,,,,2017 Men\'s Soccer Roster
17,So.,,,,,,,Jake Galounis,,,,Lincoln-Way West,"New Lenox, Ill.",,5-10,,,,,,18,,,D,,165.0,,,,,2017 Men\'s Soccer Roster
18,Fr.,,,,,,,Chris Plantz,,,,Larkin,"Elgin, Ill.",,6-0,,,,,,19,,,MF,,150.0,,,,,2017 Men\'s Soccer Roster
19,So.,,,,,,,Colin Bradley-Leon,,,,Naperville Central,"Naperville, Ill.",,5-5,,,,,,20,,,D/MF,,150.0,,,,,2017 Men\'s Soccer Roster
20,Jr.,,,,,,,Shonari Phillips,,,,Charles A. Tindley,"Indianapolis, Ind.",,6-1,,*,,,,21,,,F,,145.0,,,,,2017 Men\'s Soccer Roster
21,Fr.,,,,,,,Michael Tirabasso,,,,Geneva,"Geneva, Ill.",,5-11,,,,,,22,,,MF,,165.0,,,,,2017 Men\'s Soccer Roster
22,Jr.,,*,,,,,Jack McKearnan,,,,Warren Township,"Gurnee, Ill.",,6-0,,**,,,,23,,,D,,160.0,,,,,2017 Men\'s Soccer Roster
23,So.,,,,,,,Adam Bauman,,,,Normal West,"Bloomington, Ill.",,6-2,,,,,,24,,,D,,210.0,,,,,2017 Men\'s Soccer Roster
24,Fr.,,,,,,,Alex Sandev,,,,Geneva,"Palatine, Ill.",,6-1,,,,,,25,,,F,,170.0,,,,,2017 Men\'s Soccer Roster
25,Fr.,,,,,,,Will Smith,,,,Batavia,"Batavia, Ill.",,5-11,,,,,,26,,,D,,170.0,,,,,2017 Men\'s Soccer Roster
26,Fr.,,,,,,,Trevor Hockings,,,,Batavia,"Batavia, Ill.",,6-0,,,,,,27,,,D,,180.0,,,,,2017 Men\'s Soccer Roster
27,Fr.,,,,,,,Cole Berreman,,,,Lyons,"Lyons, Colo.",,5-10,,,,,,28,,,D,,155.0,,,,,2017 Men\'s Soccer Roster
28,So.,,,,,,,Kyle Forest,,,,Naperville Central,"Naperville, Ill.",,5-6,,,,,,29,,,MF/F,,120.0,,,,,2017 Men\'s Soccer Roster
29,So.,,,,,,,John Lynch,,,,Metea Valley,"Aurora, Ill.",,6-3,,,,,,30,,,D,,175.0,,,,,2017 Men\'s Soccer Roster
30,Jr.,,,,,,,Jeff Bell,,,,Pleasant Valley,"Bettendorf, Iowa",,6-3,,,,,,31,,,GK,,170.0,,,,,2017 Men\'s Soccer Roster
31,Sr.,,,,,,,JP Martinez,,,,Moline,"Coal Valley, Ill.",,5-10,,,,,,32,,,MF,,160.0,,,,,2017 Men\'s Soccer Roster
32,So.,,,,,,,Noah Rhodes,,,,Arrowhead,"Nashotah, Wis.",,5-8,,,,,,33,,,MF,,140.0,,,,,2017 Men\'s Soccer Roster
33,So.,,,,,,,Ryan Rivard,,,,North Scott,"Long Grove, Iowa",,5-8,,,,,,34,,,MF,,170.0,,,,,2017 Men\'s Soccer Roster
34,So.,,,,,,,Mitchell Lantzky,,,,Davenport Central,"Davenport, Iowa",,6-2,,,,,,35,,,MF/D,,150.0,,,,,2017 Men\'s Soccer Roster
35,So.,,,,,,,Jonathan Turyna,,,,Kaneland,"Sugar Grove, Ill.",,5-8,,,,,,36,,,D,,165.0,,,,,2017 Men\'s Soccer Roster
36,Fr.,,,,,,,Jeffrey Stejskal,,,,Lyons,"La Grange Park, Ill.",,5-11,,,,,,38,,,D,,150.0,,,,,2017 Men\'s Soccer Roster
37,So.,,,,,,,Maxwell Maharry,,,,Theodore Roosevelt,"Des Moines, Iowa",,6-0,,,,,,41,,,GK,,175.0,,,,,2017 Men\'s Soccer Roster
0,Fr.,,,,,,,Sydney Ion,,,,Aquinas,"La Crosse, Wis.",,5-7,,,,,,0,,,GK,,,,,,,2017 Women\'s Soccer Roster
1,Sr.,,,,,,,Bailey Bradford,,,,Deerfield,"Riverwoods, Ill.",,5-5,,**,,,,1,,,GK,,,,,,,2017 Women\'s Soccer Roster
2,Jr.,,,,,,,Andria Serra,,,,Alleman,"Silvis, Ill.",,5-4,,**,,,,2,,,F,,,,,,,2017 Women\'s Soccer Roster
3,Jr.,,,,,,,Natalie DeBartolomeis,,,,J.K. Mullen,"Lone Tree, Colo.",,5-11,,,,,,3,,,M,,,,,,,2017 Women\'s Soccer Roster
4,So.,,,,,,,Lauren Muzzalupo,,,,St. Charles North,"St. Charles, Ill.",,5-2,,*,,,,4,,,M,,,,,,,2017 Women\'s Soccer Roster
5,Sr.,,,,,,,Anna Tegge,,,,Geneva,"Geneva, Ill.",,5-6,,,,,,5,,,M,,,,,,,2017 Women\'s Soccer Roster
6,Jr.,,,,,,,Haley Grunewald,,,,Freeport,"Freeport, Ill.",,5-5,,,,,,6,,,M,,,,,,,2017 Women\'s Soccer Roster
7,Jr.,,,,,,,Karleen Gomez,,,,Grayslake,"Hainesville, Ill.",,5-5,,*,,,,7,,,F,,,,,,,2017 Women\'s Soccer Roster
8,Sr.,,*,,,,,Sammi Farkos,,,,Homewood-Flossmoor,"Flossmoor, Ill.",,5-8,,***,,,,8,,,B,,,,,,,2017 Women\'s Soccer Roster
9,Fr.,,,,,,,Karissa Gottardo,,,,Harry D. Jacobs,"Algonquin, Ill.",,5-8,,,,,,9,,,M,,,,,,,2017 Women\'s Soccer Roster
10,Jr.,,,,,,,Abby Wendell,,,,John Hersey,"Arlington Heights, Ill.",,5-5,,**,,,,10,,,M,,,,,,,2017 Women\'s Soccer Roster
11,Fr.,,,,,,,Grace Sigler,,,,Rock Island,"Rock Island, Ill.",,5-8,,,,,,11,,,B,,,,,,,2017 Women\'s Soccer Roster
12,So.,,,,,,,Sabrina DiFiori,,,,Lincoln-Way Central,"New Lenox, Ill.",,5-4,,,,,,12,,,M,,,,,,,2017 Women\'s Soccer Roster
13,Fr.,,,,,,,Jenna Dvorak,,,,York,"Elmhurst, Ill.",,5-10,,,,,,13,,,M,,,,,,,2017 Women\'s Soccer Roster
14,Sr.,,*,,,,,Mady Huber,,,,Legacy,"Broomfield, Colo.",,5-2,,***,,,,15,,,M,,,,,,,2017 Women\'s Soccer Roster
15,Fr.,,,,,,,Grace Bradley-Leon,,,,Naperville Central,"Naperville, Ill.",,5-0,,,,,,16,,,B,,,,,,,2017 Women\'s Soccer Roster
16,Sr.,,*,,,,,Grace Iaquinta,,,,Lincoln East,"Lincoln, Neb.",,5-7,,***,,,,17,,,M,,,,,,,2017 Women\'s Soccer Roster
17,Fr.,,,,,,,Allison Kestler,,,,Waunakee,"Waunakee, Wis.",,5-6,,,,,,18,,,B,,,,,,,2017 Women\'s Soccer Roster
18,Fr.,,,,,,,Sandra Camarillo,,,,United Township,"Silvis, Ill.",,5-2,,,,,,19,,,M,,,,,,,2017 Women\'s Soccer Roster
19,So.,,,,,,,Hannah Rossi,,,,Downers Grove South,"Woodridge, Ill.",,5-3,,*,,,,20,,,B,,,,,,,2017 Women\'s Soccer Roster
20,So.,,,,,,,Allison Harvey,,,,Wheaton Warrenville South,"Wheaton, Ill.",,5-11,,*,,,,21,,,B,,,,,,,2017 Women\'s Soccer Roster
21,Jr.,,,,,,,Jordyn Sundberg,,,,Aurora Central Catholic,"Oswego, Ill.",,5-6,,**,,,,22,,,M,,,,,,,2017 Women\'s Soccer Roster
22,So.,,,,,,,Brandie Minogue,,,,Crystal Lake South,"Crystal Lake, Ill.",,5-6,,*,,,,23,,,M,,,,,,,2017 Women\'s Soccer Roster
